clients_id;policies_id;effective_date;status;clients_name;email;risk_level;type;coverage_amount;premium;agents_id;agents_name;agents_region
1581;46;2025/01/22;Rejected;Kara Smith;agentry@example.com;High;Home;403673;191;3;Joseph Fuller;Missouri
1216;143;2025/01/07;Pending;Daniel Turner;arroyomatthew@example.com;Low;Health;784891;382;29;Heather Ellis;Minnesota
2473;122;2025/02/08;Pending;Debbie Martinez;kathleen95@example.net;Medium;Home;444523;447;49;Sheila Suarez;Hawaii
2765;96;2025/01/10;Approved;Rachel Johnson;scott89@example.com;High;Home;600041;390;1;Benjamin Nunez;Nevada
2496;142;2025/01/08;Pending;Mary Tucker DDS;carrollsteven@example.com;High;Auto;610062;430;91;Crystal Oconnor;Kentucky
601;165;2025/01/29;Pending;Lisa Nichols;fosterbrian@example.net;Medium;Auto;745744;181;18;Crystal Roth;Pennsylvania
863;79;2025/02/16;Approved;Robert Tran;terrihuerta@example.com;Low;Home;76795;362;44;Brittany Norris;Louisiana
585;50;2025/02/02;Approved;Tamara Barajas;stephenstaylor@example.net;High;Auto;571724;329;41;Natasha Gallagher;Florida
2334;59;2025/01/05;Rejected;Daniel Gates;ytodd@example.net;Medium;Auto;548239;85;39;Robert Meyer;Virginia
1794;7;2025/01/20;Rejected;Ricky Crawford;iyoder@example.org;High;Health;92683;373;3;Joseph Fuller;Missouri
1114;48;2025/01/20;Approved;Monica Rodriguez;igraham@example.net;High;Health;878418;75;17;Paul Lopez;Maine
1317;184;2025/01/25;Pending;Jeff Adams;wgriffin@example.net;Medium;Health;261937;114;44;Brittany Norris;Louisiana
2807;36;2025/01/20;Rejected;Mark Black;masseykathryn@example.com;High;Auto;609422;443;47;Angela Gibson;Minnesota
763;29;2025/01/22;Rejected;Hannah Smith;melissa02@example.org;High;Health;573801;281;6;George Mendoza;New Jersey
2289;142;2025/01/09;Rejected;Bryan Carrillo;daughertybenjamin@example.net;Low;Auto;610062;430;91;Crystal Oconnor;Kentucky
2924;103;2025/01/22;Pending;Chad Perry;gjones@example.net;High;Home;493451;119;16;Pamela Garcia;New Mexico
2791;83;2025/02/04;Pending;Sylvia Carpenter;hendrixjohn@example.net;High;Auto;42477;176;44;Brittany Norris;Louisiana
2428;197;2025/02/17;Pending;Michael Martinez;adrianbarnett@example.org;High;Home;574783;314;62;Richard Perez;Oklahoma
1529;60;2025/02/12;Rejected;Christopher Mata;westjulia@example.com;High;Life;273954;448;40;Olivia Coffey;Louisiana
1650;87;2025/01/14;Approved;Christine Schmitt;larry63@example.org;Medium;Home;528415;212;1;Benjamin Nunez;Nevada
1386;21;2025/02/20;Approved;Madison Fry;ericksonnathaniel@example.net;High;Life;435093;299;14;Michael Hall;Arkansas
1498;102;2025/01/09;Rejected;James Crawford;willie71@example.org;High;Health;768917;427;67;John King;Hawaii
2756;46;2025/01/31;Rejected;Miss Margaret Torres;ostanley@example.org;Low;Home;403673;191;3;Joseph Fuller;Missouri
665;192;2025/02/20;Approved;Tiffany Long;tony21@example.net;Low;Home;672241;331;37;Mary Lin;New Jersey
851;101;2025/02/02;Rejected;Cody Estrada;fsalas@example.net;Low;Health;914980;493;24;Andre Hall;Oregon
940;133;2025/01/02;Approved;Kelsey Brooks;theodore61@example.net;Medium;Life;241299;292;47;Angela Gibson;Minnesota
853;168;2025/02/10;Approved;David Campos;xarnold@example.org;Low;Health;833886;54;100;Linda Glenn;Georgia
1517;47;2025/01/15;Pending;Mark Clark;michaelskinner@example.net;Medium;Life;872316;416;15;Bryan Summers;Virginia
1957;49;2025/02/15;Approved;Rodney Guerra;diazandrew@example.net;Low;Health;433200;96;2;Cindy Lewis;Montana
1756;30;2025/02/20;Rejected;Seth Sandoval;lewiskristen@example.org;Medium;Life;858359;114;66;Ronald Hampton;California
1371;19;2025/01/28;Pending;Walter Roberts;morrisnicole@example.com;High;Auto;719358;292;86;Christina Thompson;Oklahoma
1871;144;2025/02/13;Approved;Andrew Smith;sherrianderson@example.net;Medium;Health;303313;307;60;Renee Ruiz;New Jersey
2070;70;2025/01/22;Pending;Katie Evans;dmcdonald@example.net;Medium;Home;46223;490;60;Renee Ruiz;New Jersey
2742;96;2025/01/12;Pending;Justin Hanna;wendy93@example.com;Medium;Home;600041;390;1;Benjamin Nunez;Nevada
1187;55;2025/01/11;Rejected;Michael Watkins;tammyjones@example.com;High;Auto;990620;141;45;Brenda Smith;Rhode Island
207;44;2025/01/14;Rejected;Colleen Wood;ronaldcook@example.org;High;Health;23331;127;73;James Krause;Louisiana
1148;168;2025/02/10;Approved;Megan Clark;davisalexandra@example.net;Medium;Health;833886;54;100;Linda Glenn;Georgia
1632;200;2025/02/14;Approved;Shelly Jones;wanthony@example.org;Medium;Auto;133197;213;75;Patrick Owens;Florida
196;88;2025/01/28;Pending;David Carr;james95@example.net;Medium;Life;55140;416;77;Dennis Reid;South Dakota
157;35;2025/01/25;Rejected;Jared Hobbs;davidharrell@example.net;Low;Home;216301;207;65;Adam Payne;Florida
287;54;2025/02/04;Rejected;Gloria Bradley;madison32@example.com;High;Health;145935;403;17;Paul Lopez;Maine
2688;179;2025/02/08;Pending;Leslie Moore;lancewolfe@example.org;High;Auto;285534;213;30;Cheryl Jones;Michigan
2413;21;2025/01/31;Pending;Kevin Bennett;brownchristine@example.net;Medium;Life;435093;299;14;Michael Hall;Arkansas
1078;123;2025/01/26;Rejected;Dr. Richard Robinson MD;ryanbecker@example.org;Medium;Life;738677;319;6;George Mendoza;New Jersey
2895;177;2025/02/09;Pending;Chad Young;alexis57@example.com;Medium;Life;572504;337;90;Bryan Delgado;Missouri
18;161;2025/01/26;Approved;Anthony Reed;stephen20@example.org;Medium;Life;296579;122;87;Kirk Smith;Michigan
2;9;2025/01/23;Rejected;Robert Harris;hlevine@example.net;Medium;Auto;26044;206;65;Adam Payne;Florida
2211;170;2025/01/29;Rejected;Jessica Williams;samantha78@example.com;Medium;Auto;490233;51;64;Katherine Joseph;Texas
1611;195;2025/02/05;Rejected;Andrew Durham;tammy20@example.com;Low;Auto;392305;179;65;Adam Payne;Florida
2417;174;2025/01/16;Pending;Jessica Myers;drichardson@example.com;High;Life;693406;277;52;Jack Freeman;North Dakota
426;49;2025/01/07;Pending;Joe Brown;fuentesmaria@example.net;High;Health;433200;96;2;Cindy Lewis;Montana
2926;190;2025/01/25;Approved;Jessica Daniels;aaron41@example.net;Low;Home;212316;155;6;George Mendoza;New Jersey
2568;57;2025/01/08;Pending;Nicole Scott;blanchardcharlotte@example.net;High;Life;456162;159;34;Mrs. Jamie King MD;Hawaii
2522;156;2025/01/14;Approved;Katelyn Mcdaniel;delgadojessica@example.com;Low;Health;629875;229;97;Jessica Torres;Texas
2565;199;2025/01/09;Approved;Patrick Coffey;richardjohnston@example.com;Medium;Home;901856;317;2;Cindy Lewis;Montana
2311;82;2025/01/18;Rejected;Michael Elliott;zdelgado@example.org;Medium;Health;750496;197;63;Sara Phillips;Kentucky
1196;149;2025/02/18;Approved;Natalie Davis;bill69@example.com;High;Home;247324;294;61;Brenda Stone;New Jersey
60;45;2025/02/12;Rejected;Kimberly Sanchez;kristin72@example.org;Medium;Auto;10319;437;14;Michael Hall;Arkansas
518;119;2025/02/11;Rejected;Rachel Stone PhD;dixonzoe@example.org;Low;Auto;402757;367;43;Sherry Christian;Maryland
79;97;2025/01/11;Pending;Travis Smith;hawkinsalicia@example.org;Low;Life;148207;175;90;Bryan Delgado;Missouri
1953;72;2025/01/18;Pending;Nathaniel Welch;butlerkelly@example.org;Low;Life;365909;413;41;Natasha Gallagher;Florida
328;89;2025/02/08;Rejected;Ruth Contreras;jaredvaldez@example.net;High;Health;339482;173;83;Cody Ford;Alabama
655;39;2025/01/16;Approved;Catherine Thompson;kjohnston@example.com;Medium;Home;335206;89;85;Lindsay Dyer;Illinois
1680;144;2025/01/09;Approved;Amanda Carey;zbowen@example.net;Medium;Health;303313;307;60;Renee Ruiz;New Jersey
812;170;2025/02/01;Pending;Gary Butler;nhebert@example.org;Medium;Auto;490233;51;64;Katherine Joseph;Texas
782;1;2025/02/18;Rejected;Alexis Dixon;awhite@example.com;High;Auto;577995;51;80;Jason Barry;Missouri
220;35;2025/01/06;Pending;Jimmy Brown;kochtimothy@example.net;Low;Home;216301;207;65;Adam Payne;Florida
2947;96;2025/01/04;Rejected;Steven Griffith;joshua11@example.org;High;Home;600041;390;1;Benjamin Nunez;Nevada
1791;165;2025/02/07;Pending;Michelle Spears;btaylor@example.net;Medium;Auto;745744;181;18;Crystal Roth;Pennsylvania
715;5;2025/02/01;Approved;Jennifer Daugherty;kerrstephanie@example.org;Low;Auto;105400;235;84;Brandon Leonard;Vermont
365;111;2025/01/06;Approved;James Romero;carriehunter@example.org;Low;Home;88905;493;47;Angela Gibson;Minnesota
2026;54;2025/01/09;Approved;Tina Hernandez;johnsonjeffrey@example.org;High;Health;145935;403;17;Paul Lopez;Maine
540;16;2025/01/05;Approved;Wendy Moore;timothy69@example.org;Low;Home;220557;68;67;John King;Hawaii
272;149;2025/01/13;Pending;John Adams;kevinbaker@example.net;Medium;Home;247324;294;61;Brenda Stone;New Jersey
2424;46;2025/01/25;Rejected;Sarah Barber;jsolis@example.net;High;Home;403673;191;3;Joseph Fuller;Missouri
2648;33;2025/01/21;Rejected;James Morgan;jorge95@example.net;Medium;Health;762965;109;29;Heather Ellis;Minnesota
1862;77;2025/01/17;Rejected;Martin West;hurleybrian@example.com;High;Auto;402184;238;6;George Mendoza;New Jersey
2029;127;2025/02/05;Approved;Susan Mckenzie;hebertmelanie@example.org;Medium;Life;798676;240;93;Rodney Bray;Colorado
2214;124;2025/02/04;Pending;Abigail Fields;grantparker@example.net;Medium;Health;729980;57;85;Lindsay Dyer;Illinois
2544;17;2025/01/15;Pending;Mary Pitts;amandalara@example.net;Medium;Auto;263997;339;17;Paul Lopez;Maine
1397;94;2025/01/29;Approved;Shelly Johnson;rachelscott@example.com;Medium;Auto;203316;357;98;Kim Williams;Maryland
2715;184;2025/01/08;Pending;Jared Dawson;dalton44@example.org;Medium;Health;261937;114;44;Brittany Norris;Louisiana
1455;150;2025/01/21;Pending;David Hamilton;julie48@example.org;High;Life;739913;495;48;Miguel Lewis;Oregon
862;16;2025/01/04;Rejected;Wanda Grant;clivingston@example.net;Medium;Home;220557;68;67;John King;Hawaii
671;40;2025/02/06;Approved;William Pacheco;vpayne@example.org;Medium;Auto;338326;198;93;Rodney Bray;Colorado
184;80;2025/01/21;Pending;Michael Perry;adamsanthony@example.com;High;Health;88613;405;66;Ronald Hampton;California
430;62;2025/02/13;Approved;Mark Washington;thompsonerica@example.com;Medium;Health;246755;65;84;Brandon Leonard;Vermont
2056;61;2025/02/22;Rejected;Terri Griffith;woodardrobert@example.net;Medium;Home;239654;449;3;Joseph Fuller;Missouri
1821;150;2025/02/20;Rejected;Brenda Thomas;james95@example.org;Medium;Life;739913;495;48;Miguel Lewis;Oregon
2679;76;2025/02/13;Rejected;Zachary Anderson;waltonjeffrey@example.com;Medium;Auto;784644;472;84;Brandon Leonard;Vermont
148;180;2025/01/28;Rejected;Scott Hall;thomaspeters@example.org;High;Auto;157874;283;75;Patrick Owens;Florida
148;88;2025/01/20;Rejected;Scott Hall;thomaspeters@example.org;High;Life;55140;416;77;Dennis Reid;South Dakota
2305;194;2025/02/21;Pending;Sarah Fry;joseph26@example.org;Low;Life;882592;419;4;Krista Oliver;Maryland
1986;55;2025/01/18;Approved;Jessica Hernandez;francisco46@example.net;Low;Auto;990620;141;45;Brenda Smith;Rhode Island
2834;161;2025/01/29;Pending;Suzanne Hunter;davismichele@example.net;Medium;Life;296579;122;87;Kirk Smith;Michigan
2415;50;2025/01/02;Pending;Ashley Yang;christopher86@example.org;High;Auto;571724;329;41;Natasha Gallagher;Florida
2129;135;2025/01/10;Rejected;Martin Burke;janetdaniel@example.net;Low;Auto;589150;61;83;Cody Ford;Alabama
2601;191;2025/02/19;Approved;John Harris;nicholas33@example.com;Medium;Health;218222;190;74;Matthew Powers;Texas
1071;126;2025/01/03;Rejected;Maria Kelley;shannon72@example.net;High;Health;23155;345;88;Thomas Crawford;Indiana
1997;189;2025/01/10;Pending;Brandon Woodward;mcmahondiana@example.net;Low;Life;950943;375;26;Theresa Goodwin;North Carolina
630;44;2025/02/06;Pending;Tammy Mcguire;browndawn@example.com;Medium;Health;23331;127;73;James Krause;Louisiana
1845;153;2025/01/13;Approved;Erik Williams;dawnrobles@example.com;High;Auto;462655;288;89;Lisa Wilson;Arizona
1676;53;2025/01/25;Approved;Kenneth Gray;ywhite@example.com;Medium;Home;975680;100;25;Alan Stafford;Hawaii
844;163;2025/02/02;Approved;Gabriel Castillo;kristenmullins@example.com;Medium;Life;779568;127;74;Matthew Powers;Texas
2374;65;2025/02/11;Approved;Melissa Moore;lbrown@example.com;Low;Home;235149;357;4;Krista Oliver;Maryland
764;4;2025/02/01;Approved;Brenda Taylor;zbaker@example.com;High;Health;95940;137;84;Brandon Leonard;Vermont
2002;72;2025/01/24;Pending;Hailey Wilson;allenanna@example.net;High;Life;365909;413;41;Natasha Gallagher;Florida
2523;94;2025/02/03;Rejected;Jason Bryant;lawsonjessica@example.org;High;Auto;203316;357;98;Kim Williams;Maryland
2584;47;2025/02/05;Rejected;Stephanie Ryan;bhumphrey@example.org;Low;Life;872316;416;15;Bryan Summers;Virginia
2487;143;2025/01/17;Rejected;Megan Warren;seanwilliams@example.com;High;Health;784891;382;29;Heather Ellis;Minnesota
813;130;2025/01/13;Approved;Julie Moore;nguyenmatthew@example.org;Medium;Home;416605;420;96;Michael Fischer;Wisconsin
2458;50;2025/01/17;Approved;Joel Miller;gwilliams@example.net;High;Auto;571724;329;41;Natasha Gallagher;Florida
2455;106;2025/01/21;Pending;Shelly Miller;phill@example.net;Medium;Auto;778796;268;55;Sheri White;Vermont
1146;69;2025/02/18;Pending;Gary Chang;daviscristian@example.org;Low;Auto;243977;467;91;Crystal Oconnor;Kentucky
870;139;2025/01/04;Pending;Craig Martin;cartersheila@example.net;Low;Home;976449;423;34;Mrs. Jamie King MD;Hawaii
1026;100;2025/02/17;Approved;Danielle Garcia;bryan06@example.net;High;Auto;820964;181;9;Michelle Allison;Connecticut
1609;49;2025/02/08;Rejected;Kristen Moore;sparksstacey@example.com;Medium;Health;433200;96;2;Cindy Lewis;Montana
576;70;2025/02/15;Approved;Gregory Morris;jcastro@example.net;Medium;Home;46223;490;60;Renee Ruiz;New Jersey
2024;35;2025/02/10;Rejected;Stephanie Anderson;raymondlopez@example.org;Low;Home;216301;207;65;Adam Payne;Florida
1168;59;2025/02/16;Pending;Jesse Knight;jamierowland@example.com;Medium;Auto;548239;85;39;Robert Meyer;Virginia
1549;119;2025/02/12;Rejected;Ronald Rich;brenda65@example.net;High;Auto;402757;367;43;Sherry Christian;Maryland
895;97;2025/01/29;Rejected;Ann Barron;egriffith@example.com;High;Life;148207;175;90;Bryan Delgado;Missouri
2790;71;2025/02/04;Rejected;Dr. Dakota Terry;heather72@example.org;Low;Auto;648618;406;78;Joseph Johnson;Illinois
2799;58;2025/02/16;Pending;Amanda Peterson;hwalsh@example.org;Medium;Health;456808;454;30;Cheryl Jones;Michigan
1098;63;2025/01/26;Rejected;Kayla Smith;whitney06@example.com;High;Health;78126;55;61;Brenda Stone;New Jersey
506;80;2025/02/21;Approved;Darren Juarez;wandasmith@example.net;High;Health;88613;405;66;Ronald Hampton;California
376;89;2025/01/13;Rejected;Jennifer Wright;robertgray@example.net;Medium;Health;339482;173;83;Cody Ford;Alabama
38;2;2025/01/23;Pending;Ian Smith;austin70@example.com;Low;Auto;795120;438;66;Ronald Hampton;California
451;196;2025/02/08;Rejected;Lauren Smith;harrisonaaron@example.net;Low;Auto;531868;244;100;Linda Glenn;Georgia
67;15;2025/02/15;Pending;Gregory Johnson;perezmelissa@example.net;Low;Health;897735;222;22;Victoria Yang;Massachusetts
2215;62;2025/01/20;Approved;James Richardson;leejavier@example.com;High;Health;246755;65;84;Brandon Leonard;Vermont
588;106;2025/02/21;Approved;Adam Juarez;haasnicole@example.org;Low;Auto;778796;268;55;Sheri White;Vermont
536;20;2025/01/12;Pending;Molly Mercado;melvinhodge@example.com;Medium;Auto;365216;67;54;Michael Taylor;Wyoming
1656;36;2025/02/06;Pending;Jeffrey Johnson;michealbrown@example.com;High;Auto;609422;443;47;Angela Gibson;Minnesota
1502;35;2025/01/10;Rejected;Megan Clark;cporter@example.org;High;Home;216301;207;65;Adam Payne;Florida
872;182;2025/02/20;Approved;Kerry Norman;tnolan@example.com;Medium;Life;270417;227;13;Anthony Bailey;Kansas
2768;197;2025/02/15;Approved;Henry Gaines;johnsonjennifer@example.org;High;Home;574783;314;62;Richard Perez;Oklahoma
843;90;2025/02/18;Rejected;Ryan Harris;rkelly@example.org;High;Life;647050;182;37;Mary Lin;New Jersey
398;14;2025/02/09;Rejected;Wesley Edwards;ymartinez@example.org;Low;Home;216264;238;29;Heather Ellis;Minnesota
420;179;2025/02/19;Pending;Heidi Bishop;riveraalisha@example.com;High;Auto;285534;213;30;Cheryl Jones;Michigan
2598;56;2025/01/30;Approved;Craig Flores;schmidtmark@example.net;High;Auto;301105;352;64;Katherine Joseph;Texas
1902;34;2025/01/09;Rejected;Courtney Boone;williamsjill@example.org;High;Life;84266;395;63;Sara Phillips;Kentucky
2468;182;2025/01/05;Approved;Karen Wagner;denisewood@example.com;Medium;Life;270417;227;13;Anthony Bailey;Kansas
897;107;2025/01/05;Rejected;Jonathan Bradshaw;beckvictoria@example.net;High;Life;234951;170;16;Pamela Garcia;New Mexico
1897;131;2025/01/07;Approved;Greg Herrera;jimmycollins@example.org;Low;Home;166118;226;35;Tyler Velez;Tennessee
364;145;2025/02/15;Pending;Samantha Hatfield;richarddonovan@example.net;High;Life;130649;367;88;Thomas Crawford;Indiana
2803;127;2025/01/24;Approved;Joshua Powell;jameswright@example.net;Medium;Life;798676;240;93;Rodney Bray;Colorado
1590;22;2025/01/15;Rejected;Ashley Martin;hunteroliver@example.net;Medium;Home;436284;254;37;Mary Lin;New Jersey
255;43;2025/02/14;Rejected;Joy Smith;ubailey@example.com;Medium;Health;377158;403;59;Jasmine Jones;Texas
476;69;2025/01/08;Rejected;Dana Scott;mathewterry@example.net;Medium;Auto;243977;467;91;Crystal Oconnor;Kentucky
2295;181;2025/01/07;Pending;Joseph Berger;hinessusan@example.org;Low;Home;688656;409;91;Crystal Oconnor;Kentucky
187;27;2025/01/18;Approved;Tammy Miller;barrsteven@example.com;Medium;Auto;442128;156;24;Andre Hall;Oregon
6;118;2025/01/11;Pending;Thomas Ward;mwoodward@example.org;Low;Health;734287;278;25;Alan Stafford;Hawaii
2971;114;2025/01/19;Rejected;Stacey Ray;gregory58@example.net;High;Life;151208;405;74;Matthew Powers;Texas
1159;176;2025/01/18;Pending;Hector Johnson;whitakerlisa@example.org;Low;Auto;894774;246;62;Richard Perez;Oklahoma
1853;24;2025/01/25;Approved;Christina Morgan;leslie29@example.org;Low;Health;316573;485;79;Julie Best;Arkansas
2671;29;2025/02/11;Pending;Brandon Patel;fhenderson@example.org;Low;Health;573801;281;6;George Mendoza;New Jersey
2537;18;2025/02/05;Approved;Gregory Mckinney;jason12@example.org;Low;Life;654277;305;32;Sean Allen MD;South Dakota
863;144;2025/01/02;Pending;Robert Tran;terrihuerta@example.com;Low;Health;303313;307;60;Renee Ruiz;New Jersey
74;163;2025/01/02;Pending;Tammy Gonzales;burgessamy@example.org;High;Life;779568;127;74;Matthew Powers;Texas
395;196;2025/01/03;Pending;Nicole Short;kimberly07@example.net;High;Auto;531868;244;100;Linda Glenn;Georgia
1872;123;2025/01/04;Pending;Harry Zimmerman;penaadam@example.com;Low;Life;738677;319;6;George Mendoza;New Jersey
1108;174;2025/02/19;Rejected;Charles Williams;pjohnson@example.com;Medium;Life;693406;277;52;Jack Freeman;North Dakota
1406;98;2025/02/15;Approved;Mrs. Doris Parker DDS;jennifer80@example.net;High;Auto;60558;248;75;Patrick Owens;Florida
2828;122;2025/01/27;Rejected;Michael Mitchell;kimberlymartin@example.com;High;Home;444523;447;49;Sheila Suarez;Hawaii
2997;141;2025/02/15;Pending;Sherry Johnson;youngbrandon@example.com;Low;Life;978508;385;52;Jack Freeman;North Dakota
2763;192;2025/02/05;Rejected;Kevin Howard;romanroy@example.org;Medium;Home;672241;331;37;Mary Lin;New Jersey
1037;153;2025/01/28;Approved;Edward Banks;dallen@example.net;Medium;Auto;462655;288;89;Lisa Wilson;Arizona
424;46;2025/02/02;Pending;Wendy Santos;dakotamurphy@example.net;High;Home;403673;191;3;Joseph Fuller;Missouri
1057;68;2025/02/07;Pending;John Shaw;hayeskristin@example.net;High;Home;669923;425;82;Alicia Butler;Maine
1539;114;2025/01/31;Rejected;Michael Torres;moorejames@example.org;Medium;Life;151208;405;74;Matthew Powers;Texas
1509;149;2025/02/21;Approved;Lisa Jackson;katherine98@example.com;Low;Home;247324;294;61;Brenda Stone;New Jersey
92;181;2025/01/28;Approved;Erin Hayes;michellegentry@example.net;Medium;Home;688656;409;91;Crystal Oconnor;Kentucky
1266;121;2025/01/30;Approved;Kevin Williams;fgonzales@example.net;High;Life;329118;265;19;Dawn Kelly;Pennsylvania
